Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
124,Entry long,2026-03-17 09:45,ORB long,25114,10,5022800,-5662.4,-0.11,12.4,43.8,0.00,-6756.2,-0.13,287212.4,574.42,2
125,Exit long,2026-03-18 09:50,Exit,24954.5,10,4993300,-2412.4,-0.05,12.4,793.8,0.02,-2406.2,-0.05,284800,569.60,1
125,Entry long,2026-03-18 09:45,ORB long,24966.5,10,4993300,-2412.4,-0.05,12.4,793.8,0.02,-2406.2,-0.05,284800,569.60,1
126,Exit long,2026-03-19 10:20,Exit,24457.75,10,4891550,-12.4,0.00,12.4,17793.8,0.36,-1856.2,-0.04,284787.6,569.58,7
126,Entry long,2026-03-19 09:45,ORB long,24457.75,10,4891550,-12.4,0.00,12.4,17793.8,0.36,-1856.2,-0.04,284787.6,569.58,7
127,Exit short,2026-03-20 10:10,Exit,24241.75,10,4872700,24337.6,0.50,12.4,24343.8,0.50,-1556.2,-0.03,309125.2,618.25,4
127,Entry short,2026-03-20 09:50,ORB short,24363.5,10,4872700,24337.6,0.50,12.4,24343.8,0.50,-1556.2,-0.03,309125.2,618.25,4
128,Exit long,2026-03-23 11:35,Exit,24569.5,10,4916000,-2112.4,-0.04,12.4,21993.8,0.45,-10506.2,-0.21,307012.8,614.03,21
128,Entry long,2026-03-23 09:50,ORB long,24580,10,4916000,-2112.4,-0.04,12.4,21993.8,0.45,-10506.2,-0.21,307012.8,614.03,21
129,Exit long,2026-03-26 10:40,Exit,24123.25,10,4834950,-10312.4,-0.21,12.4,10193.8,0.21,-11606.2,-0.24,296700.4,593.40,1
129,Entry long,2026-03-26 10:35,ORB long,24174.75,10,4834950,-10312.4,-0.21,12.4,10193.8,0.21,-11606.2,-0.24,296700.4,593.40,1
130,Exit short,2026-03-27 10:10,Exit,23525,10,4705000,-12.4,0.00,12.4,14393.8,0.31,-256.2,-0.01,296688,593.38,4
130,Entry short,2026-03-27 09:50,ORB short,23525,10,4705000,-12.4,0.00,12.4,14393.8,0.31,-256.2,-0.01,296688,593.38,4
131,Exit short,2026-03-30 10:10,Exit,23363.75,10,4671800,-962.4,-0.02,12.4,13243.8,0.28,-3506.2,-0.08,295725.6,591.45,5
131,Entry short,2026-03-30 09:45,ORB short,23359,10,4671800,-962.4,-0.02,12.4,13243.8,0.28,-3506.2,-0.08,295725.6,591.45,5
132,Exit long,2026-03-31 10:40,Exit,23478.75,10,4706100,-10362.4,-0.22,12.4,11443.8,0.24,-10356.2,-0.22,285363.2,570.73,11
132,Entry long,2026-03-31 09:45,ORB long,23530.5,10,4706100,-10362.4,-0.22,12.4,11443.8,0.24,-10356.2,-0.22,285363.2,570.73,11
133,Exit short,2026-04-07 09:50,Exit,24199.25,10,4833300,-6562.4,-0.14,12.4,4043.8,0.08,-7456.2,-0.15,278800.8,557.60,1
133,Entry short,2026-04-07 09:45,ORB short,24166.5,10,4833300,-6562.4,-0.14,12.4,4043.8,0.08,-7456.2,-0.15,278800.8,557.60,1
134,Exit short,2026-04-08 10:10,Exit,25085.25,10,5016250,-812.4,-0.02,12.4,7743.8,0.15,-4756.2,-0.09,277988.4,555.98,4
134,Entry short,2026-04-08 09:50,ORB short,25081.25,10,5016250,-812.4,-0.02,12.4,7743.8,0.15,-4756.2,-0.09,277988.4,555.98,4
135,Exit short,2026-04-09 10:45,Exit,25016.25,10,5006650,3387.6,0.07,12.4,14543.8,0.29,-4556.2,-0.09,281376,562.75,10
135,Entry short,2026-04-09 09:55,ORB short,25033.25,10,5006650,3387.6,0.07,12.4,14543.8,0.29,-4556.2,-0.09,281376,562.75,10
136,Exit short,2026-04-10 10:15,Exit,25336.75,10,5057900,-9462.4,-0.19,12.4,4293.8,0.08,-9456.2,-0.19,271913.6,543.83,3
136,Entry short,2026-04-10 10:00,ORB short,25289.5,10,5057900,-9462.4,-0.19,12.4,4293.8,0.08,-9456.2,-0.19,271913.6,543.83,3
137,Exit short,2026-04-13 09:45,Exit,25271,10,5054200,-12.4,0.00,12.4,0,0.00,0,0.00,271901.2,543.80,0
137,Entry short,2026-04-13 09:45,ORB short,25271,10,5054200,-12.4,0.00,12.4,0,0.00,0,0.00,271901.2,543.80,0
138,Exit long,2026-04-14 11:40,Exit,25870,10,5149350,24637.6,0.48,12.4,24643.8,0.48,-6956.2,-0.14,296538.8,593.08,23
138,Entry long,2026-04-14 09:45,ORB long,25746.75,10,5149350,24637.6,0.48,12.4,24643.8,0.48,-6956.2,-0.14,296538.8,593.08,23
139,Exit long,2026-04-15 10:45,Exit,26161.75,10,5213700,18637.6,0.36,12.4,18643.8,0.36,-4006.2,-0.08,315176.4,630.35,10
139,Entry long,2026-04-15 09:55,ORB long,26068.5,10,5213700,18637.6,0.36,12.4,18643.8,0.36,-4006.2,-0.08,315176.4,630.35,10
140,Exit short,2026-04-16 10:00,Exit,26333,10,5256450,-10162.4,-0.19,12.4,1343.8,0.03,-10156.2,-0.19,305014,610.03,2
140,Entry short,2026-04-16 09:50,ORB short,26282.25,10,5256450,-10162.4,-0.19,12.4,1343.8,0.03,-10156.2,-0.19,305014,610.03,2
141,Exit long,2026-04-17 10:20,Exit,26733,10,5342300,4287.6,0.08,12.4,12893.8,0.24,-4856.2,-0.09,309301.6,618.60,6
141,Entry long,2026-04-17 09:50,ORB long,26711.5,10,5342300,4287.6,0.08,12.4,12893.8,0.24,-4856.2,-0.09,309301.6,618.60,6
142,Exit short,2026-04-20 09:50,Exit,26763.25,10,5346250,-6412.4,-0.12,12.4,893.8,0.02,-6406.2,-0.12,302889.2,605.78,1
142,Entry short,2026-04-20 09:45,ORB short,26731.25,10,5346250,-6412.4,-0.12,12.4,893.8,0.02,-6406.2,-0.12,302889.2,605.78,1
143,Exit long,2026-04-21 10:20,Exit,26827.5,10,5365350,137.6,0.00,12.4,11693.8,0.22,-706.2,-0.01,303026.8,606.05,4
143,Entry long,2026-04-21 10:00,ORB long,26826.75,10,5365350,137.6,0.00,12.4,11693.8,0.22,-706.2,-0.01,303026.8,606.05,4
144,Exit long,2026-04-22 13:10,Exit,27029.75,10,5377200,28737.6,0.53,12.4,28743.8,0.53,-6806.2,-0.13,331764.4,663.53,38
144,Entry long,2026-04-22 10:00,ORB long,26886,10,5377200,28737.6,0.53,12.4,28743.8,0.53,-6806.2,-0.13,331764.4,663.53,38
145,Exit long,2026-04-23 09:50,Exit,27048,10,5416000,-6412.4,-0.12,12.4,343.8,0.01,-6406.2,-0.12,325352,650.70,1
145,Entry long,2026-04-23 09:45,ORB long,27080,10,5416000,-6412.4,-0.12,12.4,343.8,0.01,-6406.2,-0.12,325352,650.70,1
146,Exit short,2026-04-24 10:10,Exit,27260,10,5434650,-17362.4,-0.32,12.4,8593.8,0.16,-17356.2,-0.32,307989.6,615.98,4
146,Entry short,2026-04-24 09:50,ORB short,27173.25,10,5434650,-17362.4,-0.32,12.4,8593.8,0.16,-17356.2,-0.32,307989.6,615.98,4
147,Exit short,2026-04-27 09:50,Exit,27378.75,10,5470000,-5762.4,-0.11,12.4,10293.8,0.19,-6406.2,-0.12,302227.2,604.45,1
147,Entry short,2026-04-27 09:45,ORB short,27350,10,5470000,-5762.4,-0.11,12.4,10293.8,0.19,-6406.2,-0.12,302227.2,604.45,1
148,Exit long,2026-04-28 09:55,Exit,27153.75,10,5445550,-14812.4,-0.27,12.4,1793.8,0.03,-14806.2,-0.27,287414.8,574.83,2
148,Entry long,2026-04-28 09:45,ORB long,27227.75,10,5445550,-14812.4,-0.27,12.4,1793.8,0.03,-14806.2,-0.27,287414.8,574.83,2
149,Exit long,2026-04-29 11:10,Exit,27226.25,10,5445250,-12.4,0.00,12.4,17843.8,0.33,-9706.2,-0.18,287402.4,574.80,16
149,Entry long,2026-04-29 09:50,ORB long,27226.25,10,5445250,-12.4,0.00,12.4,17843.8,0.33,-9706.2,-0.18,287402.4,574.80,16
150,Exit long,2026-05-01 10:10,Exit,27905,10,5558050,22937.6,0.41,12.4,22943.8,0.41,-156.2,0.00,310340,620.68,4
150,Entry long,2026-05-01 09:50,ORB long,27790.25,10,5558050,22937.6,0.41,12.4,22943.8,0.41,-156.2,0.00,310340,620.68,4
151,Exit long,2026-05-04 10:55,Exit,27896,10,5579200,-12.4,0.00,12.4,8993.8,0.16,-10406.2,-0.19,310327.6,620.66,12
151,Entry long,2026-05-04 09:55,ORB long,27896,10,5579200,-12.4,0.00,12.4,8993.8,0.16,-10406.2,-0.19,310327.6,620.66,12
152,Exit long,2026-05-05 10:15,Exit,28033,10,5614900,-8312.4,-0.15,12.4,7493.8,0.13,-8306.2,-0.15,302015.2,604.03,6
152,Entry long,2026-05-05 09:45,ORB long,28074.5,10,5614900,-8312.4,-0.15,12.4,7493.8,0.13,-8306.2,-0.15,302015.2,604.03,6
153,Exit long,2026-05-06 10:00,Exit,28432.25,10,5699050,-12612.4,-0.22,12.4,2143.8,0.04,-12606.2,-0.22,289402.8,578.81,2
153,Entry long,2026-05-06 09:50,ORB long,28495.25,10,5699050,-12612.4,-0.22,12.4,2143.8,0.04,-12606.2,-0.22,289402.8,578.81,2
154,Exit short,2026-05-07 09:50,Exit,28765,10,5746250,-6762.4,-0.12,12.4,1243.8,0.02,-6756.2,-0.12,282640.4,565.28,1
154,Entry short,2026-05-07 09:45,ORB short,28731.25,10,5746250,-6762.4,-0.12,12.4,1243.8,0.02,-6756.2,-0.12,282640.4,565.28,1
155,Exit long,2026-05-08 12:25,Exit,29239.25,10,5813250,34587.6,0.59,12.4,34593.8,0.60,-4906.2,-0.08,317228,634.46,32
155,Entry long,2026-05-08 09:45,ORB long,29066.25,10,5813250,34587.6,0.59,12.4,34593.8,0.60,-4906.2,-0.08,317228,634.46,32
156,Exit short,2026-05-12 10:05,Exit,29133.25,10,5825900,-762.4,-0.01,12.4,8243.8,0.14,-6556.2,-0.11,316465.6,632.93,2
156,Entry short,2026-05-12 09:55,ORB short,29129.5,10,5825900,-762.4,-0.01,12.4,8243.8,0.14,-6556.2,-0.11,316465.6,632.93,2
157,Exit short,2026-05-13 09:50,Exit,29220.5,10,5827350,-16762.4,-0.29,12.4,8143.8,0.14,-17206.2,-0.30,299703.2,599.41,1
157,Entry short,2026-05-13 09:45,ORB short,29136.75,10,5827350,-16762.4,-0.29,12.4,8143.8,0.14,-17206.2,-0.30,299703.2,599.41,1
158,Exit long,2026-05-14 09:55,Exit,29574.5,10,5933100,-18212.4,-0.31,12.4,3843.8,0.06,-18206.2,-0.31,281490.8,562.98,2
158,Entry long,2026-05-14 09:45,ORB long,29665.5,10,5933100,-18212.4,-0.31,12.4,3843.8,0.06,-18206.2,-0.31,281490.8,562.98,2
159,Exit short,2026-05-15 09:50,Exit,29243.75,10,5843950,-4812.4,-0.08,12.4,0,0.00,-4806.2,-0.08,276678.4,553.36,1
159,Entry short,2026-05-15 09:45,ORB short,29219.75,10,5843950,-4812.4,-0.08,12.4,0,0.00,-4806.2,-0.08,276678.4,553.36,1
160,Exit short,2026-05-18 09:50,Exit,29253.5,10,5831700,-19012.4,-0.33,12.4,293.8,0.01,-19006.2,-0.33,257666,515.33,1
160,Entry short,2026-05-18 09:45,ORB short,29158.5,10,5831700,-19012.4,-0.33,12.4,293.8,0.01,-19006.2,-0.33,257666,515.33,1
161,Exit long,2026-05-21 10:05,Exit,29276.75,10,5857650,-2312.4,-0.04,12.4,10343.8,0.18,-2306.2,-0.04,255353.6,510.71,2
161,Entry long,2026-05-21 09:55,ORB long,29288.25,10,5857650,-2312.4,-0.04,12.4,10343.8,0.18,-2306.2,-0.04,255353.6,510.71,2
162,Exit long,2026-05-25 10:05,Exit,29978,10,5996150,-562.4,-0.01,12.4,2593.8,0.04,-1056.2,-0.02,254791.2,509.58,4
162,Entry long,2026-05-25 09:45,ORB long,29980.75,10,5996150,-562.4,-0.01,12.4,2593.8,0.04,-1056.2,-0.02,254791.2,509.58,4
163,Exit long,2026-05-26 11:45,Exit,29943.75,10,5991800,-3062.4,-0.05,12.4,31943.8,0.53,-3056.2,-0.05,251728.8,503.46,23
163,Entry long,2026-05-26 09:50,ORB long,29959,10,5991800,-3062.4,-0.05,12.4,31943.8,0.53,-3056.2,-0.05,251728.8,503.46,23
164,Exit short,2026-05-27 10:35,Exit,29964.75,10,5992950,-12.4,0.00,12.4,17443.8,0.29,-256.2,0.00,251716.4,503.43,3
164,Entry short,2026-05-27 10:20,ORB short,29964.75,10,5992950,-12.4,0.00,12.4,17443.8,0.29,-256.2,0.00,251716.4,503.43,3
165,Exit short,2026-05-28 09:50,Exit,29993.5,10,5986400,-12312.4,-0.21,12.4,2343.8,0.04,-12306.2,-0.21,239404,478.81,1
165,Entry short,2026-05-28 09:45,ORB short,29932,10,5986400,-12312.4,-0.21,12.4,2343.8,0.04,-12306.2,-0.21,239404,478.81,1
166,Exit long,2026-05-29 10:05,Exit,30480,10,6097200,-1212.4,-0.02,12.4,9993.8,0.16,-1906.2,-0.03,238191.6,476.38,4
166,Entry long,2026-05-29 09:45,ORB long,30486,10,6097200,-1212.4,-0.02,12.4,9993.8,0.16,-1906.2,-0.03,238191.6,476.38,4
167,Exit long,2026-06-01 12:15,Exit,30464.5,10,6092550,337.6,0.01,12.4,18293.8,0.30,-156.2,0.00,238529.2,477.06,12
167,Entry long,2026-06-01 11:15,ORB long,30462.75,10,6092550,337.6,0.01,12.4,18293.8,0.30,-156.2,0.00,238529.2,477.06,12
168,Exit long,2026-06-04 11:45,Exit,30380,10,6073900,2087.6,0.03,12.4,19993.8,0.33,-206.2,0.00,240616.8,481.23,9
168,Entry long,2026-06-04 11:00,ORB long,30369.5,10,6073900,2087.6,0.03,12.4,19993.8,0.33,-206.2,0.00,240616.8,481.23,9
169,Exit short,2026-06-05 09:55,Exit,29789.25,10,5971550,13687.6,0.23,12.4,13693.8,0.23,-9156.2,-0.15,254304.4,508.61,2
169,Entry short,2026-06-05 09:45,ORB short,29857.75,10,5971550,13687.6,0.23,12.4,13693.8,0.23,-9156.2,-0.15,254304.4,508.61,2
170,Exit long,2026-06-15 09:55,Exit,30743.5,10,6156150,-7462.4,-0.12,12.4,3843.8,0.06,-7456.2,-0.12,246842,493.68,2
170,Entry long,2026-06-15 09:45,ORB long,30780.75,10,6156150,-7462.4,-0.12,12.4,3843.8,0.06,-7456.2,-0.12,246842,493.68,2
171,Exit long,2026-06-16 10:15,Exit,30780,10,6172050,-16062.4,-0.26,12.4,5743.8,0.09,-16056.2,-0.26,230779.6,461.56,6
171,Entry long,2026-06-16 09:45,ORB long,30860.25,10,6172050,-16062.4,-0.26,12.4,5743.8,0.09,-16056.2,-0.26,230779.6,461.56,6
172,Exit long,2026-06-19 10:15,Exit,30651.25,10,6136450,-6212.4,-0.10,12.4,493.8,0.01,-6206.2,-0.10,224567.2,449.13,4
172,Entry long,2026-06-19 09:55,ORB long,30682.25,10,6136450,-6212.4,-0.10,12.4,493.8,0.01,-6206.2,-0.10,224567.2,449.13,4
173,Exit long,2026-06-23 10:00,Exit,29995.75,10,5963650,35487.6,0.60,12.4,35493.8,0.60,-256.2,0.00,260054.8,520.11,3
173,Entry long,2026-06-23 09:45,ORB long,29818.25,10,5963650,35487.6,0.60,12.4,35493.8,0.60,-256.2,0.00,260054.8,520.11,3
174,Exit long,2026-06-29 09:55,Exit,29718.25,10,5953600,-9962.4,-0.17,12.4,14393.8,0.24,-9956.2,-0.17,250092.4,500.18,2
174,Entry long,2026-06-29 09:45,ORB long,29768,10,5953600,-9962.4,-0.17,12.4,14393.8,0.24,-9956.2,-0.17,250092.4,500.18,2
175,Exit short,2026-07-05 18:00,Exit,29940.75,10,5980200,-7962.4,-0.13,12.4,3293.8,0.06,-7956.2,-0.13,242130,484.26,34
175,Entry short,2026-07-03 10:10,ORB short,29901,10,5980200,-7962.4,-0.13,12.4,3293.8,0.06,-7956.2,-0.13,242130,484.26,34
176,Exit long,2026-07-08 09:45,Exit,29304.25,10,5860850,-12.4,0.00,12.4,0,0.00,0,0.00,242117.6,484.24,0
176,Entry long,2026-07-08 09:45,ORB long,29304.25,10,5860850,-12.4,0.00,12.4,0,0.00,0,0.00,242117.6,484.24,0
177,Exit long,2026-07-09 10:05,Exit,29883.75,10,5968900,7837.6,0.13,12.4,17343.8,0.29,-5406.2,-0.09,249955.2,499.91,4
177,Entry long,2026-07-09 09:45,ORB long,29844.5,10,5968900,7837.6,0.13,12.4,17343.8,0.29,-5406.2,-0.09,249955.2,499.91,4
178,Exit short,2026-07-14 10:20,Exit,29681.75,10,5933050,-3312.4,-0.06,12.4,19543.8,0.33,-5056.2,-0.09,246642.8,493.29,3
178,Entry short,2026-07-14 10:05,ORB short,29665.25,10,5933050,-3312.4,-0.06,12.4,19543.8,0.33,-5056.2,-0.09,246642.8,493.29,3
179,Exit short,2026-07-15 09:55,Exit,29811.25,10,5956950,-5312.4,-0.09,12.4,6043.8,0.10,-5306.2,-0.09,241330.4,482.66,2
179,Entry short,2026-07-15 09:45,ORB short,29784.75,10,5956950,-5312.4,-0.09,12.4,6043.8,0.10,-5306.2,-0.09,241330.4,482.66,2
180,Exit short,2026-07-21 10:00,Exit,29179.75,10,5828650,-7312.4,-0.13,12.4,10143.8,0.17,-7306.2,-0.13,234018,468.04,3
180,Entry short,2026-07-21 09:45,ORB short,29143.25,10,5828650,-7312.4,-0.13,12.4,10143.8,0.17,-7306.2,-0.13,234018,468.04,3
181,Exit long,2026-07-22 10:15,Exit,29204.5,10,5834450,6437.6,0.11,12.4,22293.8,0.38,-3856.2,-0.07,240455.6,480.91,6
181,Entry long,2026-07-22 09:45,ORB long,29172.25,10,5834450,6437.6,0.11,12.4,22293.8,0.38,-3856.2,-0.07,240455.6,480.91,6
182,Exit short,2026-07-24 10:00,Exit,28308.75,10,5700250,38487.6,0.68,12.4,38493.8,0.68,-156.2,0.00,278943.2,557.89,3
182,Entry short,2026-07-24 09:45,ORB short,28501.25,10,5700250,38487.6,0.68,12.4,38493.8,0.68,-156.2,0.00,278943.2,557.89,3
