date,pnl_usd,trade_num,tier,signal,direction,qty,mfe_usd,mae_usd,duration_bars,entry_price,exit_price
2025-07-28,-851.24,1,A+,Short_AP,short,26,139.88,-835.12,1,23510.50,23526.25
2025-08-18,-807.40,5,A+,Long_AP,long,10,828.80,-801.20,9,23782.75,23743.00
2025-09-03,1375.64,7,A+,Short_AP,short,14,1384.32,-519.68,1,23433.50,23383.75
2026-01-26,-813.54,15,A+,Short_AP,short,21,1267.98,-800.52,6,25881.25,25900.00
2026-03-26,-718.70,17,A+,Long_AP,long,5,276.90,-715.60,16,24102.75,24031.50
2026-04-21,-815.36,18,A+,Short_AP,short,14,82.32,-806.68,1,26826.50,26855.00
2026-05-08,-859.94,22,A+,Short_AP,short,31,879.78,-840.72,1,29161.50,29174.75
2026-05-28,1080.86,24,A+,Long_AP,long,11,1087.68,-122.32,2,29954.25,30004.00
