Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit long,2025-02-27 12:15,L-X,20988,11,462137.5,-415.14,-0.09,460.68,0.10,-408.32,-0.09,-415.14,-0.83,2
1,Entry long,2025-02-27 12:05,Long,21006.25,11,462137.5,-415.14,-0.09,460.68,0.10,-408.32,-0.09,-415.14,-0.83,2
2,Exit long,2025-02-28 12:40,L-X,20622.25,12,495336,-416.88,-0.08,0,0.00,-409.44,-0.08,-832.02,-1.66,0
2,Entry long,2025-02-28 12:40,Long,20639,12,495336,-416.88,-0.08,0,0.00,-409.44,-0.08,-832.02,-1.66,0
3,Exit long,2025-03-06 12:10,L-X,20168.5,12,484134,-104.88,-0.02,0,0.00,-163.44,-0.03,-936.9,-1.87,0
3,Entry long,2025-03-06 12:10,Long,20172.25,12,484134,-104.88,-0.02,0,0.00,-163.44,-0.03,-936.9,-1.87,0
4,Exit long,2025-03-13 11:25,L-X,19368.25,17,658529,-29.58,0.00,1145.46,0.17,-206.04,-0.03,-966.48,-1.93,1
4,Entry long,2025-03-13 11:20,Long,19368.5,17,658529,-29.58,0.00,1145.46,0.17,-206.04,-0.03,-966.48,-1.93,1
5,Exit short,2025-03-14 12:50,S-X,19705.25,24,945444,-437.76,-0.05,0,0.00,-422.88,-0.04,-1404.24,-2.81,0
5,Entry short,2025-03-14 12:50,Short,19696.75,24,945444,-437.76,-0.05,0,0.00,-422.88,-0.04,-1404.24,-2.81,0
6,Exit short,2025-03-25 10:25,S-X,20447.25,11,449443.5,-409.64,-0.09,301.18,0.07,-402.82,-0.09,-1813.88,-3.63,3
6,Entry short,2025-03-25 10:10,Short,20429.25,11,449443.5,-409.64,-0.09,301.18,0.07,-402.82,-0.09,-1813.88,-3.63,3
7,Exit long,2025-03-27 12:45,L-X,20047,18,721728,-58.32,-0.01,0,0.00,-92.16,-0.01,-1872.2,-3.74,0
7,Entry long,2025-03-27 12:45,Long,20048,18,721728,-58.32,-0.01,0,0.00,-92.16,-0.01,-1872.2,-3.74,0
8,Exit short,2025-04-02 10:30,S-X,19622.75,22,863005,-423.28,-0.05,0,0.00,-409.64,-0.05,-2295.48,-4.59,0
8,Entry short,2025-04-02 10:30,Short,19613.75,22,863005,-423.28,-0.05,0,0.00,-409.64,-0.05,-2295.48,-4.59,0
9,Exit long,2025-04-17 12:15,L-X,18402.25,16,586472,2380.16,0.41,2390.08,0.41,-129.92,-0.02,84.68,0.17,1
9,Entry long,2025-04-17 12:10,Long,18327.25,16,586472,2380.16,0.41,2390.08,0.41,-129.92,-0.02,84.68,0.17,1
