Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit long,2025-08-21 12:25,L-X,23173.5,16,741952,-419.84,-0.06,0,0.00,-409.92,-0.06,-419.84,-0.84,0
1,Entry long,2025-08-21 12:25,Long,23186,16,741952,-419.84,-0.06,0,0.00,-409.92,-0.06,-419.84,-0.84,0
2,Exit short,2025-09-03 10:20,S-X,23449,13,609667.5,-22.62,0.00,1714.44,0.28,-86.06,-0.01,-442.46,-0.88,2
2,Entry short,2025-09-03 10:10,Short,23448.75,13,609667.5,-22.62,0.00,1714.44,0.28,-86.06,-0.01,-442.46,-0.88,2
3,Exit short,2025-09-09 12:10,S-X,23815,22,1047453,-434.28,-0.04,0,0.00,-420.64,-0.04,-876.74,-1.75,1
3,Entry short,2025-09-09 12:05,Short,23805.75,22,1047453,-434.28,-0.04,0,0.00,-420.64,-0.04,-876.74,-1.75,1
4,Exit long,2025-09-23 10:45,L-X,24940.25,15,748215,-26.1,0.00,1025.7,0.14,-249.3,-0.03,-902.84,-1.81,7
4,Entry long,2025-09-23 10:10,Long,24940.5,15,748215,-26.1,0.00,1025.7,0.14,-249.3,-0.03,-902.84,-1.81,7
