Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2025-12-02 12:25,S-X,25609.5,13,665457,-406.12,-0.06,0,0.00,-398.06,-0.06,-406.12,-0.81,0
1,Entry short,2025-12-02 12:25,Short,25594.5,13,665457,-406.12,-0.06,0,0.00,-398.06,-0.06,-406.12,-0.81,0
2,Exit short,2025-12-03 11:55,S-X,25534,15,768360,2321.4,0.30,2330.7,0.30,-151.8,-0.02,1915.28,3.83,3
2,Entry short,2025-12-03 11:40,Short,25612,15,768360,2321.4,0.30,2330.7,0.30,-151.8,-0.02,1915.28,3.83,3
3,Exit short,2025-12-16 10:15,S-X,25296.75,12,609462,2325.12,0.38,2332.56,0.38,-253.44,-0.04,4240.4,8.48,2
3,Entry short,2025-12-16 10:05,Short,25394.25,12,609462,2325.12,0.38,2332.56,0.38,-253.44,-0.04,4240.4,8.48,2
4,Exit short,2025-12-19 12:15,S-X,25564.5,16,817664,-419.84,-0.05,54.08,0.01,-409.92,-0.05,3820.56,7.64,1
4,Entry short,2025-12-19 12:10,Short,25552,16,817664,-419.84,-0.05,54.08,0.01,-409.92,-0.05,3820.56,7.64,1
5,Exit short,2026-01-06 10:15,S-X,25763.5,16,824424,-27.84,0.00,1174.08,0.14,-129.92,-0.02,3792.72,7.59,2
5,Entry short,2026-01-06 10:05,Short,25763.25,16,824424,-27.84,0.00,1174.08,0.14,-129.92,-0.02,3792.72,7.59,2
6,Exit short,2026-01-07 10:45,S-X,25904.25,16,828552,-403.84,-0.05,0,0.00,-393.92,-0.05,3388.88,6.78,0
6,Entry short,2026-01-07 10:45,Short,25892.25,16,828552,-403.84,-0.05,0,0.00,-393.92,-0.05,3388.88,6.78,0
7,Exit long,2026-01-08 12:50,L-X,25699.5,10,511725,2252.6,0.44,2258.8,0.44,-56.2,-0.01,5641.48,11.28,15
7,Entry long,2026-01-08 11:35,Long,25586.25,10,511725,2252.6,0.44,2258.8,0.44,-56.2,-0.01,5641.48,11.28,15
8,Exit short,2026-01-13 12:15,S-X,25944,16,832512,2284.16,0.27,2294.08,0.28,-73.92,-0.01,7925.64,15.85,2
8,Entry short,2026-01-13 12:05,Short,26016,16,832512,2284.16,0.27,2294.08,0.28,-73.92,-0.01,7925.64,15.85,2
9,Exit short,2026-01-15 12:05,S-X,25939.5,12,622158,-404.88,-0.07,238.56,0.04,-397.44,-0.06,7520.76,15.04,2
9,Entry short,2026-01-15 11:55,Short,25923.25,12,622158,-404.88,-0.07,238.56,0.04,-397.44,-0.06,7520.76,15.04,2
10,Exit long,2026-01-16 10:15,L-X,25708.75,10,514580,-417.4,-0.08,23.8,0.00,-411.2,-0.08,7103.36,14.21,1
10,Entry long,2026-01-16 10:10,Long,25729,10,514580,-417.4,-0.08,23.8,0.00,-411.2,-0.08,7103.36,14.21,1
11,Exit long,2026-01-21 13:10,L-X,25238.75,14,704333,2334.64,0.33,2343.32,0.33,-106.68,-0.02,9438,18.88,2
11,Entry long,2026-01-21 13:00,Long,25154.75,14,704333,2334.64,0.33,2343.32,0.33,-106.68,-0.02,9438,18.88,2
12,Exit short,2026-01-22 11:15,S-X,25661,13,666789.5,-412.62,-0.06,0,0.00,-404.56,-0.06,9025.38,18.05,1
12,Entry short,2026-01-22 11:10,Short,25645.75,13,666789.5,-412.62,-0.06,0,0.00,-404.56,-0.06,9025.38,18.05,1
