Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2026-05-21 11:35,S-X,29253.75,16,936104,-35.84,0.00,0,0.00,-225.92,-0.02,-35.84,-0.07,0
1,Entry short,2026-05-21 11:35,Short,29253.25,16,936104,-35.84,0.00,0,0.00,-225.92,-0.02,-35.84,-0.07,0
2,Exit short,2026-05-26 10:10,S-X,30022.25,12,720144,-404.88,-0.06,0,0.00,-397.44,-0.06,-440.72,-0.88,0
2,Entry short,2026-05-26 10:10,Short,30006,12,720144,-404.88,-0.06,0,0.00,-397.44,-0.06,-440.72,-0.88,0
3,Exit long,2026-06-05 11:10,L-X,29773.5,11,655022.5,-19.14,0.00,515.68,0.08,-166.32,-0.03,-459.86,-0.92,1
3,Entry long,2026-06-05 11:05,Long,29773.75,11,655022.5,-19.14,0.00,515.68,0.08,-166.32,-0.03,-459.86,-0.92,1
4,Exit short,2026-06-10 10:20,S-X,29169.25,11,641333,-404.14,-0.06,0,0.00,-397.32,-0.06,-864,-1.73,0
4,Entry short,2026-06-10 10:20,Short,29151.5,11,641333,-404.14,-0.06,0,0.00,-397.32,-0.06,-864,-1.73,0
5,Exit long,2026-06-17 10:45,L-X,30317.5,12,728010,-404.88,-0.06,0,0.00,-397.44,-0.05,-1268.88,-2.54,0
5,Entry long,2026-06-17 10:45,Long,30333.75,12,728010,-404.88,-0.06,0,0.00,-397.44,-0.05,-1268.88,-2.54,0
6,Exit short,2026-06-24 10:45,S-X,29793.5,12,714894,-164.88,-0.02,148.56,0.02,-157.44,-0.02,-1433.76,-2.87,1
6,Entry short,2026-06-24 10:40,Short,29787.25,12,714894,-164.88,-0.02,148.56,0.02,-157.44,-0.02,-1433.76,-2.87,1
7,Exit long,2026-07-01 12:50,L-X,30197.75,16,966712,-403.84,-0.04,0,0.00,-393.92,-0.04,-1837.6,-3.68,0
7,Entry long,2026-07-01 12:50,Long,30209.75,16,966712,-403.84,-0.04,0,0.00,-393.92,-0.04,-1837.6,-3.68,0
8,Exit long,2026-07-08 11:10,L-X,29149,15,874867.5,-416.1,-0.05,0,0.00,-406.8,-0.05,-2253.7,-4.51,0
8,Entry long,2026-07-08 11:10,Long,29162.25,15,874867.5,-416.1,-0.05,0,0.00,-406.8,-0.05,-2253.7,-4.51,0
