Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit long,2026-02-17 10:35,L-X,24459,14,684999,-164.36,-0.02,5.32,0.00,-155.68,-0.02,-164.36,-0.33,1
1,Entry long,2026-02-17 10:30,Long,24464.25,14,684999,-164.36,-0.02,5.32,0.00,-155.68,-0.02,-164.36,-0.33,1
2,Exit long,2026-02-26 11:55,L-X,24972.75,13,649421.5,-146.12,-0.02,134.94,0.02,-138.06,-0.02,-310.48,-0.62,1
2,Entry long,2026-02-26 11:50,Long,24977.75,13,649421.5,-146.12,-0.02,134.94,0.02,-138.06,-0.02,-310.48,-0.62,1
3,Exit long,2026-03-05 12:25,L-X,24937.75,14,698635,-395.36,-0.06,0,0.00,-386.68,-0.06,-705.84,-1.41,0
3,Entry long,2026-03-05 12:25,Long,24951.25,14,698635,-395.36,-0.06,0,0.00,-386.68,-0.06,-705.84,-1.41,0
4,Exit long,2026-03-13 11:55,L-X,24413.5,10,488275,-17.4,0.00,313.8,0.06,-306.2,-0.06,-723.24,-1.45,1
4,Entry long,2026-03-13 11:50,Long,24413.75,10,488275,-17.4,0.00,313.8,0.06,-306.2,-0.06,-723.24,-1.45,1
5,Exit short,2026-03-19 10:10,S-X,24516.5,12,588390,-20.88,0.00,1114.56,0.19,-175.44,-0.03,-744.12,-1.49,1
5,Entry short,2026-03-19 10:05,Short,24516.25,12,588390,-20.88,0.00,1114.56,0.19,-175.44,-0.03,-744.12,-1.49,1
6,Exit long,2026-03-20 10:10,L-X,24272.5,13,631091.5,-22.62,0.00,1447.94,0.23,-170.56,-0.03,-766.74,-1.53,1
6,Entry long,2026-03-20 10:05,Long,24272.75,13,631091.5,-22.62,0.00,1447.94,0.23,-170.56,-0.03,-766.74,-1.53,1
7,Exit long,2026-03-26 12:15,L-X,24050.5,10,481015,-17.4,0.00,1523.8,0.32,-11.2,0.00,-784.14,-1.57,9
7,Entry long,2026-03-26 11:30,Long,24050.75,10,481015,-17.4,0.00,1523.8,0.32,-11.2,0.00,-784.14,-1.57,9
8,Exit long,2026-03-27 12:40,L-X,23453.25,11,515977,-19.14,0.00,15.18,0.00,-61.82,-0.01,-803.28,-1.61,1
8,Entry long,2026-03-27 12:35,Long,23453.5,11,515977,-19.14,0.00,15.18,0.00,-61.82,-0.01,-803.28,-1.61,1
