Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit long,2026-03-13 11:55,L-X,24413.5,10,488275,-17.4,0.00,313.8,0.06,-306.2,-0.06,-17.4,-0.03,1
1,Entry long,2026-03-13 11:50,Long,24413.75,10,488275,-17.4,0.00,313.8,0.06,-306.2,-0.06,-17.4,-0.03,1
2,Exit short,2026-03-19 10:10,S-X,24516.5,12,588390,-20.88,0.00,1114.56,0.19,-175.44,-0.03,-38.28,-0.08,1
2,Entry short,2026-03-19 10:05,Short,24516.25,12,588390,-20.88,0.00,1114.56,0.19,-175.44,-0.03,-38.28,-0.08,1
3,Exit long,2026-03-20 10:10,L-X,24272.5,13,631091.5,-22.62,0.00,1447.94,0.23,-170.56,-0.03,-60.9,-0.12,1
3,Entry long,2026-03-20 10:05,Long,24272.75,13,631091.5,-22.62,0.00,1447.94,0.23,-170.56,-0.03,-60.9,-0.12,1
4,Exit long,2026-03-26 12:15,L-X,24050.5,10,481015,-17.4,0.00,1523.8,0.32,-11.2,0.00,-78.3,-0.16,9
4,Entry long,2026-03-26 11:30,Long,24050.75,10,481015,-17.4,0.00,1523.8,0.32,-11.2,0.00,-78.3,-0.16,9
5,Exit long,2026-03-27 12:40,L-X,23453.25,11,515977,-19.14,0.00,15.18,0.00,-61.82,-0.01,-97.44,-0.19,1
5,Entry long,2026-03-27 12:35,Long,23453.5,11,515977,-19.14,0.00,15.18,0.00,-61.82,-0.01,-97.44,-0.19,1
6,Exit short,2026-03-31 12:35,S-X,23590.75,16,754504,-419.84,-0.06,0,0.00,-409.92,-0.05,-517.28,-1.03,0
6,Entry short,2026-03-31 12:35,Short,23578.25,16,754504,-419.84,-0.06,0,0.00,-409.92,-0.05,-517.28,-1.03,0
7,Exit short,2026-04-02 10:05,S-X,23923.75,14,669473,-409.36,-0.06,0,0.00,-400.68,-0.06,-926.64,-1.85,0
7,Entry short,2026-04-02 10:05,Short,23909.75,14,669473,-409.36,-0.06,0,0.00,-400.68,-0.06,-926.64,-1.85,0
8,Exit long,2026-04-10 11:55,L-X,25277.75,17,859452,-29.58,0.00,57.46,0.01,-78.54,-0.01,-956.22,-1.91,1
8,Entry long,2026-04-10 11:50,Long,25278,17,859452,-29.58,0.00,57.46,0.01,-78.54,-0.01,-956.22,-1.91,1
9,Exit short,2026-04-16 11:35,S-X,26506.75,11,582769,-393.14,-0.07,0,0.00,-386.32,-0.07,-1349.36,-2.70,0
9,Entry short,2026-04-16 11:35,Short,26489.5,11,582769,-393.14,-0.07,0,0.00,-386.32,-0.07,-1349.36,-2.70,0
10,Exit short,2026-04-21 10:05,S-X,26856,11,590447,-398.64,-0.07,0,0.00,-391.82,-0.07,-1748,-3.50,0
10,Entry short,2026-04-21 10:05,Short,26838.5,11,590447,-398.64,-0.07,0,0.00,-391.82,-0.07,-1748,-3.50,0
11,Exit long,2026-04-28 11:30,L-X,27022.75,10,540560,-117.4,-0.02,0,0.00,-286.2,-0.05,-1865.4,-3.73,0
11,Entry long,2026-04-28 11:30,Long,27028,10,540560,-117.4,-0.02,0,0.00,-286.2,-0.05,-1865.4,-3.73,0
