Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2025-04-22 11:55,S-X,18388.25,24,882228,-437.76,-0.05,0,0.00,-422.88,-0.05,-437.76,-0.88,0
1,Entry short,2025-04-22 11:55,Short,18379.75,24,882228,-437.76,-0.05,0,0.00,-422.88,-0.05,-437.76,-0.88,0
2,Exit short,2025-04-24 11:05,S-X,19167.75,12,460008,-32.88,-0.01,0,0.00,-193.44,-0.04,-470.64,-0.94,0
2,Entry short,2025-04-24 11:05,Short,19167,12,460008,-32.88,-0.01,0,0.00,-193.44,-0.04,-470.64,-0.94,0
3,Exit long,2025-04-29 12:45,L-X,19498,16,624320,-403.84,-0.06,0,0.00,-393.92,-0.06,-874.48,-1.75,0
3,Entry long,2025-04-29 12:45,Long,19510,16,624320,-403.84,-0.06,0,0.00,-393.92,-0.06,-874.48,-1.75,0
4,Exit long,2025-05-07 11:10,L-X,19798.25,12,475536,-392.88,-0.08,0,0.00,-385.44,-0.08,-1267.36,-2.53,0
4,Entry long,2025-05-07 11:10,Long,19814,12,475536,-392.88,-0.08,0,0.00,-385.44,-0.08,-1267.36,-2.53,0
5,Exit long,2025-05-28 10:30,L-X,21451.75,12,514848,-20.88,0.00,244.56,0.05,-145.44,-0.03,-1288.24,-2.58,1
5,Entry long,2025-05-28 10:25,Long,21452,12,514848,-20.88,0.00,244.56,0.05,-145.44,-0.03,-1288.24,-2.58,1
6,Exit long,2025-06-10 11:30,L-X,21853.5,17,743027.5,-29.58,0.00,839.46,0.11,-61.54,-0.01,-1317.82,-2.64,4
6,Entry long,2025-06-10 11:10,Long,21853.75,17,743027.5,-29.58,0.00,839.46,0.11,-61.54,-0.01,-1317.82,-2.64,4
