Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit long,2025-01-08 10:25,L-X,21322.25,12,509874,1845.12,0.36,1852.56,0.36,-121.44,-0.02,1845.12,3.69,1
1,Entry long,2025-01-08 10:20,Long,21244.75,12,509874,1845.12,0.36,1852.56,0.36,-121.44,-0.02,1845.12,3.69,1
2,Exit long,2025-01-14 10:50,L-X,20945.75,22,922020,-434.28,-0.05,0,0.00,-420.64,-0.05,1410.84,2.82,0
2,Entry long,2025-01-14 10:50,Long,20955,22,922020,-434.28,-0.05,0,0.00,-420.64,-0.05,1410.84,2.82,0
3,Exit short,2025-01-28 10:10,S-X,21370.25,15,640702.5,-423.6,-0.07,0,0.00,-414.3,-0.06,987.24,1.97,0
3,Entry short,2025-01-28 10:10,Short,21356.75,15,640702.5,-423.6,-0.07,0,0.00,-414.3,-0.06,987.24,1.97,0
4,Exit short,2025-01-29 12:15,S-X,21522.75,15,645675,-26.1,0.00,553.2,0.09,-16.8,0.00,961.14,1.92,1
4,Entry short,2025-01-29 12:10,Short,21522.5,15,645675,-26.1,0.00,553.2,0.09,-16.8,0.00,961.14,1.92,1
5,Exit long,2025-01-30 10:25,L-X,21545.5,13,560579.5,-412.62,-0.07,0,0.00,-404.56,-0.07,548.52,1.10,0
5,Entry long,2025-01-30 10:25,Long,21560.75,13,560579.5,-412.62,-0.07,0,0.00,-404.56,-0.07,548.52,1.10,0
6,Exit short,2025-02-12 12:45,S-X,21794.75,17,741013,-29.58,0.00,1315.46,0.18,-146.54,-0.02,518.94,1.04,4
6,Entry short,2025-02-12 12:25,Short,21794.5,17,741013,-29.58,0.00,1315.46,0.18,-146.54,-0.02,518.94,1.04,4
7,Exit short,2025-02-19 12:00,S-X,22244.75,28,1245300,-440.72,-0.04,276.64,0.02,-423.36,-0.03,78.22,0.16,1
7,Entry short,2025-02-19 11:55,Short,22237.5,28,1245300,-440.72,-0.04,276.64,0.02,-423.36,-0.03,78.22,0.16,1
8,Exit long,2025-02-27 12:10,L-X,21006,11,462137.5,-19.14,0.00,0,0.00,-171.82,-0.04,59.08,0.12,1
8,Entry long,2025-02-27 12:05,Long,21006.25,11,462137.5,-19.14,0.00,0,0.00,-171.82,-0.04,59.08,0.12,1
9,Exit short,2025-02-28 10:20,S-X,20701.25,23,951855,-431.02,-0.05,0,0.00,-416.76,-0.04,-371.94,-0.74,0
9,Entry short,2025-02-28 10:20,Short,20692.5,23,951855,-431.02,-0.05,0,0.00,-416.76,-0.04,-371.94,-0.74,0
