Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2025-12-02 12:25,S-X,25609.5,13,665457,-406.12,-0.06,0,0.00,-398.06,-0.06,-406.12,-0.81,0
1,Entry short,2025-12-02 12:25,Short,25594.5,13,665457,-406.12,-0.06,0,0.00,-398.06,-0.06,-406.12,-0.81,0
2,Exit short,2025-12-03 11:55,S-X,25534,15,768360,2321.4,0.30,2330.7,0.30,-151.8,-0.02,1915.28,3.83,3
2,Entry short,2025-12-03 11:40,Short,25612,15,768360,2321.4,0.30,2330.7,0.30,-151.8,-0.02,1915.28,3.83,3
3,Exit short,2025-12-09 11:50,S-X,25713.25,22,1131108,-302.28,-0.03,0,0.00,-343.64,-0.03,1613,3.23,0
3,Entry short,2025-12-09 11:50,Short,25707,22,1131108,-302.28,-0.03,0,0.00,-343.64,-0.03,1613,3.23,0
4,Exit short,2025-12-16 10:15,S-X,25296.75,12,609462,2325.12,0.38,2332.56,0.38,-253.44,-0.04,3938.12,7.88,2
4,Entry short,2025-12-16 10:05,Short,25394.25,12,609462,2325.12,0.38,2332.56,0.38,-253.44,-0.04,3938.12,7.88,2
5,Exit short,2025-12-19 12:15,S-X,25552.25,16,817664,-27.84,0.00,54.08,0.01,-17.92,0.00,3910.28,7.82,1
5,Entry short,2025-12-19 12:10,Short,25552,16,817664,-27.84,0.00,54.08,0.01,-17.92,0.00,3910.28,7.82,1
6,Exit long,2026-01-02 10:40,L-X,25567.25,12,611310,2289.12,0.37,2296.56,0.38,-79.44,-0.01,6199.4,12.40,2
6,Entry long,2026-01-02 10:30,Long,25471.25,12,611310,2289.12,0.37,2296.56,0.38,-79.44,-0.01,6199.4,12.40,2
7,Exit short,2026-01-06 10:15,S-X,25763.5,16,824424,-27.84,0.00,1174.08,0.14,-129.92,-0.02,6171.56,12.34,2
7,Entry short,2026-01-06 10:05,Short,25763.25,16,824424,-27.84,0.00,1174.08,0.14,-129.92,-0.02,6171.56,12.34,2
8,Exit short,2026-01-07 10:45,S-X,25904.25,16,828552,-403.84,-0.05,0,0.00,-393.92,-0.05,5767.72,11.54,0
8,Entry short,2026-01-07 10:45,Short,25892.25,16,828552,-403.84,-0.05,0,0.00,-393.92,-0.05,5767.72,11.54,0
9,Exit long,2026-01-08 12:50,L-X,25699.5,10,511725,2252.6,0.44,2258.8,0.44,-56.2,-0.01,8020.32,16.04,15
9,Entry long,2026-01-08 11:35,Long,25586.25,10,511725,2252.6,0.44,2258.8,0.44,-56.2,-0.01,8020.32,16.04,15
10,Exit short,2026-01-13 12:15,S-X,25944,16,832512,2284.16,0.27,2294.08,0.28,-73.92,-0.01,10304.48,20.61,2
10,Entry short,2026-01-13 12:05,Short,26016,16,832512,2284.16,0.27,2294.08,0.28,-73.92,-0.01,10304.48,20.61,2
11,Exit long,2026-01-15 10:25,L-X,25854,10,517085,-17.4,0.00,1223.8,0.24,-36.2,-0.01,10287.08,20.57,3
11,Entry long,2026-01-15 10:10,Long,25854.25,10,517085,-17.4,0.00,1223.8,0.24,-36.2,-0.01,10287.08,20.57,3
12,Exit long,2026-01-16 10:10,L-X,25720.75,10,514580,-177.4,-0.03,0,0.00,-401.2,-0.08,10109.68,20.22,0
12,Entry long,2026-01-16 10:10,Long,25729,10,514580,-177.4,-0.03,0,0.00,-401.2,-0.08,10109.68,20.22,0
13,Exit short,2026-01-21 10:15,S-X,25344.25,10,506560,-337.4,-0.07,68.8,0.01,-331.2,-0.07,9772.28,19.54,1
13,Entry short,2026-01-21 10:10,Short,25328,10,506560,-337.4,-0.07,68.8,0.01,-331.2,-0.07,9772.28,19.54,1
14,Exit short,2026-01-22 11:10,S-X,25654,13,666789.5,-230.62,-0.03,0,0.00,-378.56,-0.06,9541.66,19.08,0
14,Entry short,2026-01-22 11:10,Short,25645.75,13,666789.5,-230.62,-0.03,0,0.00,-378.56,-0.06,9541.66,19.08,0
