Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2026-01-06 10:15,S-X,25763.5,16,824424,-27.84,0.00,1174.08,0.14,-129.92,-0.02,-27.84,-0.06,2
1,Entry short,2026-01-06 10:05,Short,25763.25,16,824424,-27.84,0.00,1174.08,0.14,-129.92,-0.02,-27.84,-0.06,2
2,Exit short,2026-01-07 10:45,S-X,25904.25,16,828552,-403.84,-0.05,0,0.00,-393.92,-0.05,-431.68,-0.86,0
2,Entry short,2026-01-07 10:45,Short,25892.25,16,828552,-403.84,-0.05,0,0.00,-393.92,-0.05,-431.68,-0.86,0
3,Exit long,2026-01-08 12:40,L-X,25680.75,10,511725,1877.6,0.37,1883.8,0.37,-56.2,-0.01,1445.92,2.89,13
3,Entry long,2026-01-08 11:35,Long,25586.25,10,511725,1877.6,0.37,1883.8,0.37,-56.2,-0.01,1445.92,2.89,13
4,Exit short,2026-01-13 12:15,S-X,25956,16,832512,1900.16,0.23,1910.08,0.23,-73.92,-0.01,3346.08,6.69,2
4,Entry short,2026-01-13 12:05,Short,26016,16,832512,1900.16,0.23,1910.08,0.23,-73.92,-0.01,3346.08,6.69,2
5,Exit long,2026-01-15 10:25,L-X,25854,10,517085,-17.4,0.00,1223.8,0.24,-36.2,-0.01,3328.68,6.66,3
5,Entry long,2026-01-15 10:10,Long,25854.25,10,517085,-17.4,0.00,1223.8,0.24,-36.2,-0.01,3328.68,6.66,3
6,Exit long,2026-01-16 10:10,L-X,25720.75,10,514580,-177.4,-0.03,0,0.00,-401.2,-0.08,3151.28,6.30,0
6,Entry long,2026-01-16 10:10,Long,25729,10,514580,-177.4,-0.03,0,0.00,-401.2,-0.08,3151.28,6.30,0
7,Exit short,2026-01-21 10:15,S-X,25344.25,10,506560,-337.4,-0.07,68.8,0.01,-331.2,-0.07,2813.88,5.63,1
7,Entry short,2026-01-21 10:10,Short,25328,10,506560,-337.4,-0.07,68.8,0.01,-331.2,-0.07,2813.88,5.63,1
8,Exit short,2026-01-22 11:10,S-X,25654,13,666789.5,-230.62,-0.03,0,0.00,-378.56,-0.06,2583.26,5.17,0
8,Entry short,2026-01-22 11:10,Short,25645.75,13,666789.5,-230.62,-0.03,0,0.00,-378.56,-0.06,2583.26,5.17,0
9,Exit long,2026-01-28 10:30,L-X,26205,18,943785,-427.32,-0.05,0,0.00,-416.16,-0.04,2155.94,4.31,0
9,Entry long,2026-01-28 10:30,Long,26216.25,18,943785,-427.32,-0.05,0,0.00,-416.16,-0.04,2155.94,4.31,0
10,Exit short,2026-02-10 10:55,S-X,25365,14,712180,1942.64,0.27,1951.32,0.27,-113.68,-0.02,4098.58,8.20,5
10,Entry short,2026-02-10 10:30,Short,25435,14,712180,1942.64,0.27,1951.32,0.27,-113.68,-0.02,4098.58,8.20,5
11,Exit long,2026-02-17 10:30,L-X,24459,14,685237,-402.36,-0.06,0,0.00,-393.68,-0.06,3696.22,7.39,0
11,Entry long,2026-02-17 10:30,Long,24472.75,14,685237,-402.36,-0.06,0,0.00,-393.68,-0.06,3696.22,7.39,0
12,Exit long,2026-02-26 11:50,L-X,24977.5,13,649688,-289.12,-0.04,0,0.00,-294.06,-0.05,3407.1,6.81,0
12,Entry long,2026-02-26 11:50,Long,24988,13,649688,-289.12,-0.04,0,0.00,-294.06,-0.05,3407.1,6.81,0
