Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2025-09-09 12:05,S-X,23806.5,22,1047453,-60.28,-0.01,0,0.00,-90.64,-0.01,-60.28,-0.12,0
1,Entry short,2025-09-09 12:05,Short,23805.75,22,1047453,-60.28,-0.01,0,0.00,-90.64,-0.01,-60.28,-0.12,0
2,Exit long,2025-09-10 12:00,L-X,23932.25,12,574422,-62.88,-0.01,0,0.00,-157.44,-0.03,-123.16,-0.25,0
2,Entry long,2025-09-10 12:00,Long,23934.25,12,574422,-62.88,-0.01,0,0.00,-157.44,-0.03,-123.16,-0.25,0
3,Exit long,2025-09-23 10:20,L-X,24940.25,15,748215,-26.1,0.00,673.2,0.09,-129.3,-0.02,-149.26,-0.30,2
3,Entry long,2025-09-23 10:10,Long,24940.5,15,748215,-26.1,0.00,673.2,0.09,-129.3,-0.02,-149.26,-0.30,2
4,Exit short,2025-09-30 11:15,S-X,24806,20,994240,1975.2,0.20,1987.6,0.20,-52.4,-0.01,1825.94,3.65,1
4,Entry short,2025-09-30 11:10,Short,24856,20,994240,1975.2,0.20,1987.6,0.20,-52.4,-0.01,1825.94,3.65,1
5,Exit long,2025-10-16 12:25,L-X,24893.25,10,498240,-387.4,-0.08,0,0.00,-381.2,-0.08,1438.54,2.88,0
5,Entry long,2025-10-16 12:25,Long,24912,10,498240,-387.4,-0.08,0,0.00,-381.2,-0.08,1438.54,2.88,0
