Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2025-11-04 10:50,S-X,25818.5,15,776490,1916.4,0.25,1925.7,0.25,-226.8,-0.03,1916.4,3.83,2
1,Entry short,2025-11-04 10:40,Short,25883,15,776490,1916.4,0.25,1925.7,0.25,-226.8,-0.03,1916.4,3.83,2
2,Exit short,2025-11-05 10:05,S-X,25697.25,18,924705,-418.32,-0.05,0,0.00,-407.16,-0.04,1498.08,3.00,0
2,Entry short,2025-11-05 10:05,Short,25686.25,18,924705,-418.32,-0.05,0,0.00,-407.16,-0.04,1498.08,3.00,0
3,Exit long,2025-11-06 11:35,L-X,25274.5,16,809176,-411.84,-0.05,0,0.00,-401.92,-0.05,1086.24,2.17,0
3,Entry long,2025-11-06 11:35,Long,25286.75,16,809176,-411.84,-0.05,0,0.00,-401.92,-0.05,1086.24,2.17,0
4,Exit long,2025-11-18 10:20,L-X,24525.5,12,586662,1935.12,0.33,1942.56,0.33,-199.44,-0.03,3021.36,6.04,1
4,Entry long,2025-11-18 10:15,Long,24444.25,12,586662,1935.12,0.33,1942.56,0.33,-199.44,-0.03,3021.36,6.04,1
5,Exit short,2025-11-21 11:35,S-X,24204,13,628901,-419.12,-0.07,0,0.00,-411.06,-0.07,2602.24,5.20,0
5,Entry short,2025-11-21 11:35,Short,24188.5,13,628901,-419.12,-0.07,0,0.00,-411.06,-0.07,2602.24,5.20,0
6,Exit short,2025-11-25 11:20,S-X,24875.75,12,596622,-410.88,-0.07,0,0.00,-403.44,-0.07,2191.36,4.38,0
6,Entry short,2025-11-25 11:20,Short,24859.25,12,596622,-410.88,-0.07,0,0.00,-403.44,-0.07,2191.36,4.38,0
7,Exit long,2025-11-26 10:20,L-X,25150.75,10,503020,-17.4,0.00,1448.8,0.29,-26.2,-0.01,2173.96,4.35,3
7,Entry long,2025-11-26 10:05,Long,25151,10,503020,-17.4,0.00,1448.8,0.29,-26.2,-0.01,2173.96,4.35,3
8,Exit short,2025-12-02 12:25,S-X,25609.5,13,665457,-406.12,-0.06,0,0.00,-398.06,-0.06,1767.84,3.54,0
8,Entry short,2025-12-02 12:25,Short,25594.5,13,665457,-406.12,-0.06,0,0.00,-398.06,-0.06,1767.84,3.54,0
9,Exit short,2025-12-03 11:55,S-X,25547,15,768360,1931.4,0.25,1940.7,0.25,-151.8,-0.02,3699.24,7.40,3
9,Entry short,2025-12-03 11:40,Short,25612,15,768360,1931.4,0.25,1940.7,0.25,-151.8,-0.02,3699.24,7.40,3
10,Exit short,2025-12-09 11:50,S-X,25713.25,22,1131108,-302.28,-0.03,0,0.00,-343.64,-0.03,3396.96,6.79,0
10,Entry short,2025-12-09 11:50,Short,25707,22,1131108,-302.28,-0.03,0,0.00,-343.64,-0.03,3396.96,6.79,0
11,Exit short,2025-12-16 10:10,S-X,25313,12,609462,1935.12,0.32,1942.56,0.32,-253.44,-0.04,5332.08,10.66,1
11,Entry short,2025-12-16 10:05,Short,25394.25,12,609462,1935.12,0.32,1942.56,0.32,-253.44,-0.04,5332.08,10.66,1
12,Exit short,2025-12-19 12:15,S-X,25552.25,16,817664,-27.84,0.00,54.08,0.01,-17.92,0.00,5304.24,10.61,1
12,Entry short,2025-12-19 12:10,Short,25552,16,817664,-27.84,0.00,54.08,0.01,-17.92,0.00,5304.24,10.61,1
