Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2026-04-16 11:35,S-X,26506.75,11,582769,-393.14,-0.07,0,0.00,-386.32,-0.07,-393.14,-0.79,0
1,Entry short,2026-04-16 11:35,Short,26489.5,11,582769,-393.14,-0.07,0,0.00,-386.32,-0.07,-393.14,-0.79,0
2,Exit short,2026-04-21 10:05,S-X,26856,11,590447,-398.64,-0.07,0,0.00,-391.82,-0.07,-791.78,-1.58,0
2,Entry short,2026-04-21 10:05,Short,26838.5,11,590447,-398.64,-0.07,0,0.00,-391.82,-0.07,-791.78,-1.58,0
3,Exit long,2026-04-28 11:30,L-X,27022.75,10,540560,-117.4,-0.02,0,0.00,-286.2,-0.05,-909.18,-1.82,0
3,Entry long,2026-04-28 11:30,Long,27028,10,540560,-117.4,-0.02,0,0.00,-286.2,-0.05,-909.18,-1.82,0
4,Exit short,2026-04-30 11:25,S-X,27404.25,15,822120,-26.1,0.00,815.7,0.10,-189.3,-0.02,-935.28,-1.87,2
4,Entry short,2026-04-30 11:15,Short,27404,15,822120,-26.1,0.00,815.7,0.10,-189.3,-0.02,-935.28,-1.87,2
5,Exit short,2026-05-21 11:30,S-X,29192.5,16,936104,1924.16,0.21,1934.08,0.21,-97.92,-0.01,988.88,1.98,1
5,Entry short,2026-05-21 11:25,Short,29253.25,16,936104,1924.16,0.21,1934.08,0.21,-97.92,-0.01,988.88,1.98,1
6,Exit short,2026-05-26 10:10,S-X,30006.25,12,720144,-20.88,0.00,472.56,0.07,-115.44,-0.02,968,1.94,1
6,Entry short,2026-05-26 10:05,Short,30006,12,720144,-20.88,0.00,472.56,0.07,-115.44,-0.02,968,1.94,1
7,Exit short,2026-05-29 10:15,S-X,30420.75,10,610365,1937.6,0.32,1943.8,0.32,-46.2,-0.01,2905.6,5.81,2
7,Entry short,2026-05-29 10:05,Short,30518.25,10,610365,1937.6,0.32,1943.8,0.32,-46.2,-0.01,2905.6,5.81,2
