Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit long,2025-02-27 12:10,L-X,21006,11,462137.5,-19.14,0.00,0,0.00,-171.82,-0.04,-19.14,-0.04,1
1,Entry long,2025-02-27 12:05,Long,21006.25,11,462137.5,-19.14,0.00,0,0.00,-171.82,-0.04,-19.14,-0.04,1
2,Exit short,2025-02-28 10:20,S-X,20701.25,23,951855,-431.02,-0.05,0,0.00,-416.76,-0.04,-450.16,-0.90,0
2,Entry short,2025-02-28 10:20,Short,20692.5,23,951855,-431.02,-0.05,0,0.00,-416.76,-0.04,-450.16,-0.90,0
3,Exit long,2025-03-06 12:10,L-X,20168.5,12,484134,-104.88,-0.02,0,0.00,-163.44,-0.03,-555.04,-1.11,0
3,Entry long,2025-03-06 12:10,Long,20172.25,12,484134,-104.88,-0.02,0,0.00,-163.44,-0.03,-555.04,-1.11,0
4,Exit long,2025-03-13 11:25,L-X,19368.25,17,658529,-29.58,0.00,1145.46,0.17,-206.04,-0.03,-584.62,-1.17,1
4,Entry long,2025-03-13 11:20,Long,19368.5,17,658529,-29.58,0.00,1145.46,0.17,-206.04,-0.03,-584.62,-1.17,1
5,Exit short,2025-03-14 12:50,S-X,19705.25,24,945444,-437.76,-0.05,0,0.00,-422.88,-0.04,-1022.38,-2.04,0
5,Entry short,2025-03-14 12:50,Short,19696.75,24,945444,-437.76,-0.05,0,0.00,-422.88,-0.04,-1022.38,-2.04,0
6,Exit long,2025-03-18 10:15,L-X,19656.25,10,393130,-17.4,0.00,28.8,0.01,-96.2,-0.02,-1039.78,-2.08,1
6,Entry long,2025-03-18 10:10,Long,19656.5,10,393130,-17.4,0.00,28.8,0.01,-96.2,-0.02,-1039.78,-2.08,1
7,Exit short,2025-03-25 10:15,S-X,20429.5,11,449443.5,-19.14,0.00,224.18,0.05,-166.32,-0.04,-1058.92,-2.12,1
7,Entry short,2025-03-25 10:10,Short,20429.25,11,449443.5,-19.14,0.00,224.18,0.05,-166.32,-0.04,-1058.92,-2.12,1
8,Exit long,2025-03-26 10:15,L-X,20291.75,17,690310.5,-412.08,-0.06,0,0.00,-401.54,-0.06,-1471,-2.94,0
8,Entry long,2025-03-26 10:15,Long,20303.25,17,690310.5,-412.08,-0.06,0,0.00,-401.54,-0.06,-1471,-2.94,0
9,Exit long,2025-03-27 12:45,L-X,20047,18,721728,-58.32,-0.01,0,0.00,-92.16,-0.01,-1529.32,-3.06,0
9,Entry long,2025-03-27 12:45,Long,20048,18,721728,-58.32,-0.01,0,0.00,-92.16,-0.01,-1529.32,-3.06,0
10,Exit short,2025-04-02 10:30,S-X,19622.75,22,863005,-423.28,-0.05,0,0.00,-409.64,-0.05,-1952.6,-3.91,0
10,Entry short,2025-04-02 10:30,Short,19613.75,22,863005,-423.28,-0.05,0,0.00,-409.64,-0.05,-1952.6,-3.91,0
11,Exit long,2025-04-17 12:15,L-X,18402.25,16,586472,2380.16,0.41,2390.08,0.41,-129.92,-0.02,427.56,0.86,1
11,Entry long,2025-04-17 12:10,Long,18327.25,16,586472,2380.16,0.41,2390.08,0.41,-129.92,-0.02,427.56,0.86,1
