Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit long,2025-08-13 10:45,L-X,23953.75,14,670712,-24.36,0.00,530.32,0.08,-225.68,-0.03,-24.36,-0.05,1
1,Entry long,2025-08-13 10:40,Long,23954,14,670712,-24.36,0.00,530.32,0.08,-225.68,-0.03,-24.36,-0.05,1
2,Exit long,2025-08-21 12:25,L-X,23173.5,16,741952,-419.84,-0.06,0,0.00,-409.92,-0.06,-444.2,-0.89,0
2,Entry long,2025-08-21 12:25,Long,23186,16,741952,-419.84,-0.06,0,0.00,-409.92,-0.06,-444.2,-0.89,0
3,Exit short,2025-09-03 10:20,S-X,23449,13,609667.5,-22.62,0.00,1714.44,0.28,-86.06,-0.01,-466.82,-0.93,2
3,Entry short,2025-09-03 10:10,Short,23448.75,13,609667.5,-22.62,0.00,1714.44,0.28,-86.06,-0.01,-466.82,-0.93,2
4,Exit short,2025-09-09 12:05,S-X,23806.5,22,1047453,-60.28,-0.01,0,0.00,-90.64,-0.01,-527.1,-1.05,0
4,Entry short,2025-09-09 12:05,Short,23805.75,22,1047453,-60.28,-0.01,0,0.00,-90.64,-0.01,-527.1,-1.05,0
5,Exit long,2025-09-10 12:00,L-X,23932.25,12,574422,-62.88,-0.01,0,0.00,-157.44,-0.03,-589.98,-1.18,0
5,Entry long,2025-09-10 12:00,Long,23934.25,12,574422,-62.88,-0.01,0,0.00,-157.44,-0.03,-589.98,-1.18,0
6,Exit long,2025-09-23 10:20,L-X,24940.25,15,748215,-26.1,0.00,673.2,0.09,-129.3,-0.02,-616.08,-1.23,2
6,Entry long,2025-09-23 10:10,Long,24940.5,15,748215,-26.1,0.00,673.2,0.09,-129.3,-0.02,-616.08,-1.23,2
7,Exit short,2025-09-30 11:20,S-X,24796,20,994240,2375.2,0.24,2387.6,0.24,-52.4,-0.01,1759.12,3.52,2
7,Entry short,2025-09-30 11:10,Short,24856,20,994240,2375.2,0.24,2387.6,0.24,-52.4,-0.01,1759.12,3.52,2
