Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2025-06-17 10:05,SX,22098.25,19,838935.5,-821.56,-0.10,197.22,0.02,-809.78,-0.10,-821.56,-1.64,1
1,Entry short,2025-06-17 10:00,Short,22077.25,19,838935.5,-821.56,-0.10,197.22,0.02,-809.78,-0.10,-821.56,-1.64,1
2,Exit short,2025-06-18 10:00,SX,22027,15,660022.5,-806.1,-0.12,598.2,0.09,-796.8,-0.12,-1627.66,-3.26,1
2,Entry short,2025-06-18 09:55,Short,22000.75,15,660022.5,-806.1,-0.12,598.2,0.09,-796.8,-0.12,-1627.66,-3.26,1
3,Exit short,2025-06-24 09:55,SX,22317.75,20,891910,-824.8,-0.09,747.6,0.08,-812.4,-0.09,-2452.46,-4.90,1
3,Entry short,2025-06-24 09:50,Short,22297.75,20,891910,-824.8,-0.09,747.6,0.08,-812.4,-0.09,-2452.46,-4.90,1
4,Exit short,2025-06-26 10:30,SX,22577.75,13,586215.5,-822.12,-0.14,50.44,0.01,-814.06,-0.14,-3274.58,-6.55,5
4,Entry short,2025-06-26 10:05,Short,22546.75,13,586215.5,-822.12,-0.14,50.44,0.01,-814.06,-0.14,-3274.58,-6.55,5
5,Exit short,2025-06-27 11:30,SX,22794.75,19,865402.5,-821.56,-0.09,1042.72,0.12,-809.78,-0.09,-4096.14,-8.19,8
5,Entry short,2025-06-27 10:50,Short,22773.75,19,865402.5,-821.56,-0.09,1042.72,0.12,-809.78,-0.09,-4096.14,-8.19,8
6,Exit short,2025-06-30 11:05,SX,22833.75,32,1460544,-855.68,-0.06,316.16,0.02,-835.84,-0.06,-4951.82,-9.90,2
6,Entry short,2025-06-30 10:55,Short,22821,32,1460544,-855.68,-0.06,316.16,0.02,-835.84,-0.06,-4951.82,-9.90,2
