Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2026-01-30 09:55,SX,25836.25,7,362264,547.82,0.15,552.16,0.15,-455.84,-0.13,547.82,1.10,1
1,Entry short,2026-01-30 09:50,Short,25876,7,362264,547.82,0.15,552.16,0.15,-455.84,-0.13,547.82,1.10,1
2,Exit short,2026-02-06 10:00,SX,24815,7,347966.5,547.82,0.16,552.16,0.16,-130.34,-0.04,1095.64,2.19,1
2,Entry short,2026-02-06 09:55,Short,24854.75,7,347966.5,547.82,0.16,552.16,0.16,-130.34,-0.04,1095.64,2.19,1
3,Exit short,2026-02-09 10:05,SX,25176.5,7,351718.5,-761.18,-0.22,268.66,0.08,-756.84,-0.22,334.46,0.67,3
3,Entry short,2026-02-09 09:50,Short,25122.75,7,351718.5,-761.18,-0.22,268.66,0.08,-756.84,-0.22,334.46,0.67,3
4,Exit short,2026-02-10 10:55,SX,25348.75,24,1218648,1878.24,0.15,1893.12,0.16,-422.88,-0.03,2212.7,4.43,1
4,Entry short,2026-02-10 10:50,Short,25388.5,24,1218648,1878.24,0.15,1893.12,0.16,-422.88,-0.03,2212.7,4.43,1
5,Exit long,2026-02-12 10:30,LX,25185,8,403736,-785.92,-0.19,423.04,0.10,-780.96,-0.19,1426.78,2.85,4
5,Entry long,2026-02-12 10:10,Long,25233.5,8,403736,-785.92,-0.19,423.04,0.10,-780.96,-0.19,1426.78,2.85,4
6,Exit long,2026-02-13 10:05,LX,24791.5,5,247517.5,391.3,0.16,394.4,0.16,-480.6,-0.19,1818.08,3.64,1
6,Entry long,2026-02-13 10:00,Long,24751.75,5,247517.5,391.3,0.16,394.4,0.16,-480.6,-0.19,1818.08,3.64,1
7,Exit long,2026-02-17 11:00,LX,24640,6,295203,469.56,0.16,473.28,0.16,-93.72,-0.03,2287.64,4.58,1
7,Entry long,2026-02-17 10:55,Long,24600.25,6,295203,469.56,0.16,473.28,0.16,-93.72,-0.03,2287.64,4.58,1
