Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2025-10-07 10:35,SX,25201.75,16,807728,1252.16,0.16,1262.08,0.16,-513.92,-0.06,1252.16,2.50,8
1,Entry short,2025-10-07 09:55,Short,25241.5,16,807728,1252.16,0.16,1262.08,0.16,-513.92,-0.06,1252.16,2.50,8
2,Exit short,2025-10-10 10:55,SX,25296.5,11,557397.5,860.86,0.15,867.68,0.16,-523.82,-0.09,2113.02,4.23,11
2,Entry short,2025-10-10 10:00,Short,25336.25,11,557397.5,860.86,0.15,867.68,0.16,-523.82,-0.09,2113.02,4.23,11
3,Exit short,2025-10-13 11:05,SX,24785.5,14,693224,-787.36,-0.11,334.32,0.05,-778.68,-0.11,1325.66,2.65,2
3,Entry short,2025-10-13 10:55,Short,24758,14,693224,-787.36,-0.11,334.32,0.05,-778.68,-0.11,1325.66,2.65,2
4,Exit long,2025-10-14 10:05,LX,24615.75,10,491520,782.6,0.16,788.8,0.16,-436.2,-0.09,2108.26,4.22,2
4,Entry long,2025-10-14 09:55,Long,24576,10,491520,782.6,0.16,788.8,0.16,-436.2,-0.09,2108.26,4.22,2
5,Exit short,2025-10-16 10:10,SX,25021.75,11,551353,860.86,0.16,867.68,0.16,-595.32,-0.11,2969.12,5.94,3
5,Entry short,2025-10-16 09:55,Short,25061.5,11,551353,860.86,0.16,867.68,0.16,-595.32,-0.11,2969.12,5.94,3
6,Exit short,2025-10-17 10:00,SX,24782.5,9,446800.5,704.34,0.16,709.92,0.16,-14.58,0.00,3673.46,7.35,1
6,Entry short,2025-10-17 09:55,Short,24822.25,9,446800.5,704.34,0.16,709.92,0.16,-14.58,0.00,3673.46,7.35,1
7,Exit long,2025-10-22 10:10,LX,25236.75,23,1161684,-822.02,-0.07,112.24,0.01,-807.76,-0.07,2851.44,5.70,1
7,Entry long,2025-10-22 10:05,Long,25254,23,1161684,-822.02,-0.07,112.24,0.01,-807.76,-0.07,2851.44,5.70,1
8,Exit short,2025-10-23 10:20,SX,25085,11,552744.5,860.86,0.16,867.68,0.16,-485.32,-0.09,3712.3,7.42,3
8,Entry short,2025-10-23 10:05,Short,25124.75,11,552744.5,860.86,0.16,867.68,0.16,-485.32,-0.09,3712.3,7.42,3
9,Exit short,2025-10-24 10:05,SX,25535,6,305700,-727.44,-0.24,0,0.00,-723.72,-0.24,2984.86,5.97,2
9,Entry short,2025-10-24 09:55,Short,25475,6,305700,-727.44,-0.24,0,0.00,-723.72,-0.24,2984.86,5.97,2
10,Exit short,2025-10-29 10:50,SX,26247.75,10,525750,782.6,0.15,788.8,0.15,-426.2,-0.08,3767.46,7.53,10
10,Entry short,2025-10-29 10:00,Short,26287.5,10,525750,782.6,0.15,788.8,0.15,-426.2,-0.08,3767.46,7.53,10
11,Exit long,2025-10-30 11:35,LX,26014.5,9,469044,-794.16,-0.17,345.42,0.07,-788.58,-0.17,2973.3,5.95,6
11,Entry long,2025-10-30 11:05,Long,26058,9,469044,-794.16,-0.17,345.42,0.07,-788.58,-0.17,2973.3,5.95,6
12,Exit short,2025-11-03 10:05,SX,26097.25,17,888658,1330.42,0.15,1340.96,0.15,-325.04,-0.04,4303.72,8.61,3
12,Entry short,2025-11-03 09:50,Short,26137,17,888658,1330.42,0.15,1340.96,0.15,-325.04,-0.04,4303.72,8.61,3
13,Exit short,2025-11-10 10:55,SX,25517,8,408908,626.08,0.15,631.04,0.15,-12.96,0.00,4929.8,9.86,1
13,Entry short,2025-11-10 10:50,Short,25556.75,8,408908,626.08,0.15,631.04,0.15,-12.96,0.00,4929.8,9.86,1
14,Exit long,2025-11-12 10:10,LX,25593.75,6,307839,-721.44,-0.23,74.28,0.02,-717.72,-0.23,4208.36,8.42,1
14,Entry long,2025-11-12 10:05,Long,25653.25,6,307839,-721.44,-0.23,74.28,0.02,-717.72,-0.23,4208.36,8.42,1
15,Exit long,2025-11-14 10:05,LX,24972.5,5,249327.5,391.3,0.16,394.4,0.16,-368.1,-0.15,4599.66,9.20,3
15,Entry long,2025-11-14 09:50,Long,24932.75,5,249327.5,391.3,0.16,394.4,0.16,-368.1,-0.15,4599.66,9.20,3
16,Exit short,2025-11-17 10:00,SX,25159.75,7,352793,547.82,0.16,552.16,0.16,-235.34,-0.07,5147.48,10.29,1
16,Entry short,2025-11-17 09:55,Short,25199.5,7,352793,547.82,0.16,552.16,0.16,-235.34,-0.07,5147.48,10.29,1
17,Exit short,2025-11-20 11:00,SX,25153.5,8,403092,626.08,0.16,631.04,0.16,-208.96,-0.05,5773.56,11.55,2
17,Entry short,2025-11-20 10:50,Short,25193.25,8,403092,626.08,0.16,631.04,0.16,-208.96,-0.05,5773.56,11.55,2
18,Exit short,2025-11-26 09:55,SX,25191.25,7,353234,547.82,0.16,552.16,0.16,-21.84,-0.01,6321.38,12.64,1
18,Entry short,2025-11-26 09:50,Short,25231,7,353234,547.82,0.16,552.16,0.16,-21.84,-0.01,6321.38,12.64,1
19,Exit short,2025-11-28 10:15,SX,25392.25,18,913311,-832.32,-0.09,753.84,0.08,-821.16,-0.09,5489.06,10.98,4
19,Entry short,2025-11-28 09:55,Short,25369.75,18,913311,-832.32,-0.09,753.84,0.08,-821.16,-0.09,5489.06,10.98,4
