Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2025-04-28 11:05,SX,19424.75,5,194645,391.3,0.20,394.4,0.20,-753.1,-0.39,391.3,0.78,14
1,Entry short,2025-04-28 09:55,Short,19464.5,5,194645,391.3,0.20,394.4,0.20,-753.1,-0.39,391.3,0.78,14
2,Exit short,2025-04-29 10:00,SX,19470.5,9,351184.5,704.34,0.20,709.92,0.20,-356.58,-0.10,1095.64,2.19,2
2,Entry short,2025-04-29 09:50,Short,19510.25,9,351184.5,704.34,0.20,709.92,0.20,-356.58,-0.10,1095.64,2.19,2
3,Exit short,2025-05-01 09:55,SX,19903.5,7,279205.5,547.82,0.20,552.16,0.20,-14.84,-0.01,1643.46,3.29,1
3,Entry short,2025-05-01 09:50,Short,19943.25,7,279205.5,547.82,0.20,552.16,0.20,-14.84,-0.01,1643.46,3.29,1
4,Exit short,2025-05-05 10:30,SX,20017.25,7,280798,547.82,0.20,552.16,0.20,-557.34,-0.20,2191.28,4.38,6
4,Entry short,2025-05-05 10:00,Short,20057,7,280798,547.82,0.20,552.16,0.20,-557.34,-0.20,2191.28,4.38,6
5,Exit short,2025-05-08 10:10,SX,20028.5,6,240819,469.56,0.19,473.28,0.20,-117.72,-0.05,2660.84,5.32,1
5,Entry short,2025-05-08 10:05,Short,20068.25,6,240819,469.56,0.19,473.28,0.20,-117.72,-0.05,2660.84,5.32,1
6,Exit short,2025-05-09 09:55,SX,20246.25,22,890032,-830.28,-0.09,118.36,0.01,-816.64,-0.09,1830.56,3.66,1
6,Entry short,2025-05-09 09:50,Short,20228,22,890032,-830.28,-0.09,118.36,0.01,-816.64,-0.09,1830.56,3.66,1
7,Exit short,2025-05-14 11:20,SX,21363,6,255621,-742.44,-0.29,158.28,0.06,-738.72,-0.29,1088.12,2.18,4
7,Entry short,2025-05-14 11:00,Short,21301.75,6,255621,-742.44,-0.29,158.28,0.06,-738.72,-0.29,1088.12,2.18,4
8,Exit long,2025-05-15 11:00,LX,21359,10,426385,782.6,0.18,788.8,0.18,-86.2,-0.02,1870.72,3.74,2
8,Entry long,2025-05-15 10:50,Long,21319.25,10,426385,782.6,0.18,788.8,0.18,-86.2,-0.02,1870.72,3.74,2
9,Exit short,2025-05-16 10:15,SX,21450.25,15,642697.5,-828.6,-0.13,988.2,0.15,-819.3,-0.13,1042.12,2.08,5
9,Entry short,2025-05-16 09:50,Short,21423.25,15,642697.5,-828.6,-0.13,988.2,0.15,-819.3,-0.13,1042.12,2.08,5
10,Exit short,2025-05-21 10:00,SX,21406.25,14,598584,-808.36,-0.14,432.32,0.07,-799.68,-0.13,233.76,0.47,2
10,Entry short,2025-05-21 09:50,Short,21378,14,598584,-808.36,-0.14,432.32,0.07,-799.68,-0.13,233.76,0.47,2
11,Exit short,2025-05-26 10:30,SX,21243.25,25,1064150,1956.5,0.18,1972,0.19,-53,0.00,2190.26,4.38,8
11,Entry short,2025-05-26 09:50,Short,21283,25,1064150,1956.5,0.18,1972,0.19,-53,0.00,2190.26,4.38,8
12,Exit short,2025-05-28 10:55,SX,21426.75,14,601062,1095.64,0.18,1104.32,0.18,-603.68,-0.10,3285.9,6.57,12
12,Entry short,2025-05-28 09:55,Short,21466.5,14,601062,1095.64,0.18,1104.32,0.18,-603.68,-0.10,3285.9,6.57,12
13,Exit long,2025-05-29 10:05,LX,21484.25,6,258558,-754.44,-0.29,131.28,0.05,-750.72,-0.29,2531.46,5.06,3
13,Entry long,2025-05-29 09:50,Long,21546.5,6,258558,-754.44,-0.29,131.28,0.05,-750.72,-0.29,2531.46,5.06,3
14,Exit long,2025-05-30 10:20,LX,21387,14,597723,1095.64,0.18,1104.32,0.18,-309.68,-0.05,3627.1,7.25,3
14,Entry long,2025-05-30 10:05,Long,21347.25,14,597723,1095.64,0.18,1104.32,0.18,-309.68,-0.05,3627.1,7.25,3
15,Exit short,2025-06-02 10:00,SX,21268,9,383539.5,704.34,0.18,709.92,0.19,-91.08,-0.02,4331.44,8.66,1
15,Entry short,2025-06-02 09:55,Short,21307.75,9,383539.5,704.34,0.18,709.92,0.19,-91.08,-0.02,4331.44,8.66,1
16,Exit short,2025-06-04 10:00,SX,21703.25,11,478346,860.86,0.18,867.68,0.18,-309.32,-0.06,5192.3,10.38,2
16,Entry short,2025-06-04 09:50,Short,21743,11,478346,860.86,0.18,867.68,0.18,-309.32,-0.06,5192.3,10.38,2
17,Exit long,2025-06-05 09:55,LX,21713,10,435000,-752.4,-0.17,163.8,0.04,-746.2,-0.17,4439.9,8.88,1
