Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2025-02-26 10:00,SX,21314.25,29,1235414.5,-847.96,-0.07,0,0.00,-829.98,-0.07,-847.96,-1.70,1
1,Entry short,2025-02-26 09:55,Short,21300.25,29,1235414.5,-847.96,-0.07,0,0.00,-829.98,-0.07,-847.96,-1.70,1
2,Exit long,2025-02-28 10:00,LX,20574.25,20,823780,-834.8,-0.10,0,0.00,-822.4,-0.10,-1682.76,-3.37,1
2,Entry long,2025-02-28 09:55,Long,20594.5,20,823780,-834.8,-0.10,0,0.00,-822.4,-0.10,-1682.76,-3.37,1
3,Exit short,2025-03-03 09:55,SX,20867.75,6,250890,469.56,0.19,473.28,0.19,-117.72,-0.05,-1213.2,-2.43,1
3,Entry short,2025-03-03 09:50,Short,20907.5,6,250890,469.56,0.19,473.28,0.19,-117.72,-0.05,-1213.2,-2.43,1
4,Exit long,2025-03-06 09:55,LX,20282.25,21,852663,-834.54,-0.10,826.98,0.10,-821.52,-0.10,-2047.74,-4.10,1
4,Entry long,2025-03-06 09:50,Long,20301.5,21,852663,-834.54,-0.10,826.98,0.10,-821.52,-0.10,-2047.74,-4.10,1
5,Exit short,2025-03-07 10:15,SX,20074.5,6,241371,469.56,0.19,473.28,0.20,-57.72,-0.02,-1578.18,-3.16,1
5,Entry short,2025-03-07 10:10,Short,20114.25,6,241371,469.56,0.19,473.28,0.20,-57.72,-0.02,-1578.18,-3.16,1
6,Exit long,2025-03-10 10:00,LX,19763.75,15,593722.5,-828.6,-0.14,13.2,0.00,-819.3,-0.14,-2406.78,-4.81,1
6,Entry long,2025-03-10 09:55,Long,19790.75,15,593722.5,-828.6,-0.14,13.2,0.00,-819.3,-0.14,-2406.78,-4.81,1
7,Exit long,2025-03-13 10:05,LX,19440.5,5,194007.5,391.3,0.20,394.4,0.20,-20.6,-0.01,-2015.48,-4.03,1
7,Entry long,2025-03-13 10:00,Long,19400.75,5,194007.5,391.3,0.20,394.4,0.20,-20.6,-0.01,-2015.48,-4.03,1
8,Exit short,2025-03-14 10:05,SX,19547.25,20,781090,-824.8,-0.11,1197.6,0.15,-812.4,-0.10,-2840.28,-5.68,1
8,Entry short,2025-03-14 10:00,Short,19527.25,20,781090,-824.8,-0.11,1197.6,0.15,-812.4,-0.10,-2840.28,-5.68,1
9,Exit short,2025-03-17 10:10,SX,19793.75,8,315908,-801.92,-0.25,331.04,0.10,-796.96,-0.25,-3642.2,-7.28,2
9,Entry short,2025-03-17 10:00,Short,19744.25,8,315908,-801.92,-0.25,331.04,0.10,-796.96,-0.25,-3642.2,-7.28,2
10,Exit short,2025-03-20 11:00,SX,20024.75,14,561806,1095.64,0.20,1104.32,0.20,-176.68,-0.03,-2546.56,-5.09,2
10,Entry short,2025-03-20 10:50,Short,20064.5,14,561806,1095.64,0.20,1104.32,0.20,-176.68,-0.03,-2546.56,-5.09,2
11,Exit long,2025-03-21 11:20,LX,19715.75,5,197935,-783.7,-0.40,179.4,0.09,-780.6,-0.39,-3330.26,-6.66,5
11,Entry long,2025-03-21 10:55,Long,19793.5,5,197935,-783.7,-0.40,179.4,0.09,-780.6,-0.39,-3330.26,-6.66,5
12,Exit short,2025-03-25 10:25,SX,20446.25,6,244638,-724.44,-0.30,11.28,0.00,-720.72,-0.29,-4054.7,-8.11,5
12,Entry short,2025-03-25 10:00,Short,20386.5,6,244638,-724.44,-0.30,11.28,0.00,-720.72,-0.29,-4054.7,-8.11,5
13,Exit long,2025-03-26 11:25,LX,20258.25,8,324868,-745.92,-0.23,255.04,0.08,-740.96,-0.23,-4800.62,-9.60,7
13,Entry long,2025-03-26 10:50,Long,20304.25,8,324868,-745.92,-0.23,255.04,0.08,-740.96,-0.23,-4800.62,-9.60,7
