Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2026-05-21 10:00,SX,29316,14,820050,-815.36,-0.10,124.32,0.02,-806.68,-0.10,-815.36,-1.63,1
1,Entry short,2026-05-21 09:55,Short,29287.5,14,820050,-815.36,-0.10,124.32,0.02,-806.68,-0.10,-815.36,-1.63,1
2,Exit short,2026-05-22 10:05,SX,29528.25,5,295680,391.3,0.13,394.4,0.13,-23.1,-0.01,-424.06,-0.85,1
2,Entry short,2026-05-22 10:00,Short,29568,5,295680,391.3,0.13,394.4,0.13,-23.1,-0.01,-424.06,-0.85,1
3,Exit short,2026-05-25 10:30,SX,29925.5,16,958888,1252.16,0.13,1262.08,0.13,-161.92,-0.02,828.1,1.66,5
3,Entry short,2026-05-25 10:05,Short,29965.25,16,958888,1252.16,0.13,1262.08,0.13,-161.92,-0.02,828.1,1.66,5
4,Exit long,2026-05-28 10:05,LX,30032.75,8,479888,626.08,0.13,631.04,0.13,-484.96,-0.10,1454.18,2.91,2
4,Entry long,2026-05-28 09:55,Long,29993,8,479888,626.08,0.13,631.04,0.13,-484.96,-0.10,1454.18,2.91,2
5,Exit long,2026-06-01 10:20,LX,30414.25,5,303745,391.3,0.13,394.4,0.13,-388.1,-0.13,1845.48,3.69,3
5,Entry long,2026-06-01 10:05,Long,30374.5,5,303745,391.3,0.13,394.4,0.13,-388.1,-0.13,1845.48,3.69,3
6,Exit long,2026-06-04 10:00,LX,30218.75,13,786454.5,-783.12,-0.10,654.94,0.08,-775.06,-0.10,1062.36,2.12,1
6,Entry long,2026-06-04 09:55,Long,30248.25,13,786454.5,-783.12,-0.10,654.94,0.08,-775.06,-0.10,1062.36,2.12,1
7,Exit short,2026-06-09 10:00,SX,29632,5,296717.5,391.3,0.13,394.4,0.13,-423.1,-0.14,1453.66,2.91,1
7,Entry short,2026-06-09 09:55,Short,29671.75,5,296717.5,391.3,0.13,394.4,0.13,-423.1,-0.14,1453.66,2.91,1
8,Exit short,2026-06-10 10:00,SX,28981.25,5,290210,391.3,0.13,394.4,0.14,-25.6,-0.01,1844.96,3.69,1
8,Entry short,2026-06-10 09:55,Short,29021,5,290210,391.3,0.13,394.4,0.14,-25.6,-0.01,1844.96,3.69,1
9,Exit short,2026-06-11 10:55,SX,28720.25,7,402640,547.82,0.14,552.16,0.14,-14.84,0.00,2392.78,4.79,1
9,Entry short,2026-06-11 10:50,Short,28760,7,402640,547.82,0.14,552.16,0.14,-14.84,0.00,2392.78,4.79,1
10,Exit long,2026-06-17 10:55,LX,30353,5,304265,-741.2,-0.24,4.4,0.00,-738.1,-0.24,1651.58,3.30,1
10,Entry long,2026-06-17 10:50,Long,30426.5,5,304265,-741.2,-0.24,4.4,0.00,-738.1,-0.24,1651.58,3.30,1
11,Exit short,2026-06-18 09:55,SX,30423.25,5,304630,391.3,0.13,394.4,0.13,-225.6,-0.07,2042.88,4.09,1
11,Entry short,2026-06-18 09:50,Short,30463,5,304630,391.3,0.13,394.4,0.13,-225.6,-0.07,2042.88,4.09,1
12,Exit short,2026-06-22 11:00,SX,30657,5,305795,-781.2,-0.26,341.9,0.11,-778.1,-0.25,1261.68,2.52,2
12,Entry short,2026-06-22 10:50,Short,30579.5,5,305795,-781.2,-0.26,341.9,0.11,-778.1,-0.25,1261.68,2.52,2
13,Exit long,2026-06-24 10:10,LX,29715.75,7,415464,547.82,0.13,552.16,0.13,-592.34,-0.14,1809.5,3.62,1
13,Entry long,2026-06-24 10:05,Long,29676,7,415464,547.82,0.13,552.16,0.13,-592.34,-0.14,1809.5,3.62,1
14,Exit long,2026-06-26 09:55,LX,29365.5,5,293257.5,391.3,0.13,394.4,0.13,-248.1,-0.08,2200.8,4.40,1
14,Entry long,2026-06-26 09:50,Long,29325.75,5,293257.5,391.3,0.13,394.4,0.13,-248.1,-0.08,2200.8,4.40,1
15,Exit short,2026-06-29 09:55,SX,29721,5,297607.5,391.3,0.13,394.4,0.13,-155.6,-0.05,2592.1,5.18,1
15,Entry short,2026-06-29 09:50,Short,29760.75,5,297607.5,391.3,0.13,394.4,0.13,-155.6,-0.05,2592.1,5.18,1
16,Exit short,2026-07-02 10:10,SX,30141.75,5,301815,391.3,0.13,394.4,0.13,-5.6,0.00,2983.4,5.97,1
16,Entry short,2026-07-02 10:05,Short,30181.5,5,301815,391.3,0.13,394.4,0.13,-5.6,0.00,2983.4,5.97,1
17,Exit short,2026-07-05 18:00,SX,29939,18,1077021,-805.32,-0.07,1302.84,0.12,-794.16,-0.07,2178.08,4.36,35
17,Entry short,2026-07-03 10:05,Short,29917.25,18,1077021,-805.32,-0.07,1302.84,0.12,-794.16,-0.07,2178.08,4.36,35
18,Exit long,2026-07-08 09:55,LX,29362,11,645089.5,860.86,0.13,867.68,0.13,-672.32,-0.10,3038.94,6.08,1
18,Entry long,2026-07-08 09:50,Long,29322.25,11,645089.5,860.86,0.13,867.68,0.13,-672.32,-0.10,3038.94,6.08,1
